n1;SYMBOL;ROUR;CZAS_AG;CZAS_AE;PI0;PI1A;PI1B;PI1C;PI2A;PI2B;PI2C;PI3A;PI3B;PI3C;PI4;PI5A;PI6A;PI5B;PI6B;PI5C;PI6C;PI5D;PI6D;PI5E;PI6E;PI5F;PI6F;PI5G;PI6G;PIM1;PIM2A;PIM2B;CZAS_AJ;CZAS_AH;PIM2BT1;PIM2BT2;PIM2BT3;PIM2BT4;PIM2BT5;PIM2BT6;PIM2BT7;PIM2BT8;survid;idenresp;respid;tydzien;databad;dzientyg;okregsmg;proba;ankieter;czaswmin;zgoda;kodgus;gmina;nts;powiat;region44;wojew49;wojew16;makrogus;region17;region7;ludnosc;klasawlk;wlkmsc4;wybrmta;plec;dataurod;rokurodz;zodiak;wiek;wiekco5;wiekco10;wiek4kat;plecwiek;stancyw;stancyw3;eduk12;eduk;eduk4;eduk4u;sytzaw;sytprc;sytdor;sytbez;syteme;sytucz;sytdom;syturl;sytinn;prac;prac1;isco2;isco;zawod;status;wlas;kier;dosobkat;dosobpln;wlkgosp;wlkgosp5;wlkgosp6;osob1575;dziecima;dzcisamo;faza_zyc;dzcigosp;dzci0002;dzci0306;dzci0714;dzci1517;dzre0002;dzre0306;dzre0714;dzre1517;dzre1824;dzre2560;ldzci00;ldzci01;ldzci02;ldzci03;ldzci04;ldzci05;ldzci06;ldzci07;ldzci08;ldzci09;ldzci10;ldzci11;ldzci12;ldzci13;ldzci14;ldzci15;ldzci16;ldzci17;ldzre00;ldzre01;ldzre02;ldzre03;ldzre04;ldzre05;ldzre06;ldzre07;ldzre08;ldzre09;ldzre10;ldzre11;ldzre12;ldzre13;ldzre14;ldzre15;ldzre16;ldzre17;ldzre18;ldzre19;ldzre20;ldzre21;ldzre22;ldzre23;ldzre24;ldzre25;ldzre26;ldzre27;ldzre28;ldzre29;ldzre30;ldzre31;ldzre32;ldzre33;ldzre34;ldzre35;ldzre36;ldzre37;ldzre38;ldzre39;ldzre40;ldzre41;ldzre42;ldzre43;ldzre44;ldzre45;ldzre46;ldzre47;ldzre48;ldzre49;ldzre50;ldzre51;ldzre52;ldzre53;ldzre54;ldzre55;ldzre56;ldzre57;ldzre58;ldzre59;ldzre60;dzieci00;dzieci01;dzieci02;dzieci03;dzieci04;dzieci05;dzieci06;dzieci07;dzieci08;dzieci09;dzieci10;dzieci11;dzieci12;dzieci13;dzieci14;dzieci15;dzieci16;dzieci17;dzcire00;dzcire01;dzcire02;dzcire03;dzcire04;dzcire05;dzcire06;dzcire07;dzcire08;dzcire09;dzcire10;dzcire11;dzcire12;dzcire13;dzcire14;dzcire15;dzcire16;dzcire17;dzcire18;dzcire19;dzcire20;dzcire21;dzcire22;dzcire23;dzcire24;dzcire25;dzcire26;dzcire27;dzcire28;dzcire29;dzcire30;dzcire31;dzcire32;dzcire33;dzcire34;dzcire35;dzcire36;dzcire37;dzcire38;dzcire39;dzcire40;dzcire41;dzcire42;dzcire43;dzcire44;dzcire45;dzcire46;dzcire47;dzcire48;dzcire49;dzcire50;dzcire51;dzcire52;dzcire53;dzcire54;dzcire55;dzcire56;dzcire57;dzcire58;dzcire59;dzcire60;pozycja;zakupy;g_kto;g_plec;g_wiek;g_wiek5;g_wiek10;g_eduk12;g_eduk;g_eduk4;g_eduk4u;g_sytzaw;g_sytprc;g_sytdor;g_sytbez;g_syteme;g_sytucz;g_sytdom;g_syturl;g_sytinn;g_prac;g_prac1;g_isco2;g_isco;g_zawod;g_status;g_wlas;g_kier;d_kto;d_plec;d_wiek;d_wiek5;d_wiek10;d_eduk12;d_eduk;d_eduk4;d_eduk4u;d_sytzaw;d_sytprc;d_sytdor;d_sytbez;d_syteme;d_sytucz;d_sytdom;d_syturl;d_sytinn;d_prac;d_prac1;d_isco2;d_isco;d_zawod;d_status;d_wlas;d_kier;klasspol;dgospkat;dgosppln;dnaospln;dnaoskat;sytmat;gosppies;gosp_kot;gosp_tel;gospkomo;gospkomp;gosp_cd;gosp_vcr;gospogro;gospweek;tv_kabel;tv_satel;gospsmch;smch_ile;smchsegm;smchmark;smchmodl;jezykczy;jezykjak;jezykang;jezyknie;jezykfra;jezykros;os01rour;os01plec;os01pokr;os01wiek;os02rour;os02plec;os02pokr;os02wiek;os03rour;os03plec;os03pokr;os03wiek;os04rour;os04plec;os04pokr;os04wiek;os05rour;os05plec;os05pokr;os05wiek;os06rour;os06plec;os06pokr;os06wiek;os07rour;os07plec;os07pokr;os07wiek;os08rour;os08plec;os08pokr;os08wiek;os09rour;os09plec;os09pokr;os09wiek;os10rour;os10plec;os10pokr;os10wiek;os11rour;os11plec;os11pokr;os11wiek;os12rour;os12plec;os12pokr;os12wiek;WAGAPRB;WAGAPOP;WGOSPPRB;WGOSPPOP;Q1;Q2;Q3
174381;OMNI05C/2011v3;1954;0919:44;0919:44;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;0920:06;0920:06; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-043;11R-000-5C*38-5940-043;594;20110520;5;38;2;380113;75;2;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;1;19540531;1954;4;57;9;5;3;3;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;98;99998;2;1;2;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;57;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;2;2;55;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;4;5;900;450;4;2;0;0;0;1;0;0;0;0;0;1;0;0;0;99;99;9999;2;0;0;0;0;0;1954;1;0;57;1956;2;1;55;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,00109683222538;30133,33426321;1,3633418442;19233,867863;2;9;9
174391;OMNI05C/2011v3;1945;1825:42;1825:42;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1826:08;1826:08; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-040;11R-000-5C*38-5940-040;594;20110520;5;38;2;380113;72;1;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19450916;1945;7;65;11;6;4;8;5;3;4;3;2;2;4;0;0;0;1;0;0;0;0;1;1;74;7433;7;7;2;2;5;900;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;65;11;6;4;3;2;2;4;0;0;0;1;0;0;0;0;1;1;74;7433;7;7;2;2;1;2;65;11;6;4;3;2;2;4;0;0;0;1;0;0;0;0;1;1;74;7433;7;7;2;2;4;5;900;900;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1945;2;0;65;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,02095246955728;30730,99528607;1,3633418442;19233,867863;2;9;9
174401;OMNI05C/2011v3;1958;2028:00;2028:00;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;2028:13;2028:13; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-042;11R-000-5C*38-5940-042;594;20110520;5;38;2;380113;76;1;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19580725;1958;6;52;8;5;3;7;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;98;99998;2;1;2;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;54;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;1;2;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;4;5;900;450;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1956;1;1;54;1958;2;0;52;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,03558806443535;31171,53136451;1,3633418442;19233,867863;2;9;9
174411;OMNI05C/2011v3;1984;0950:46;0950:46;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;1;1;2;0951:18;0951:18; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-041;11R-000-5C*38-5940-041;594;20110521;6;38;2;380113;75;2;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19840428;1984;3;27;3;2;2;6;1;1;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;98;99998;3;2;3;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7137;7;4;2;2;3;2;51;8;5;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4115;4;2;2;2;2;5;900;300;2;2;0;0;0;1;1;0;0;0;0;1;0;0;0;99;99;9999;2;0;0;0;0;0;1959;1;3;52;1960;2;3;51;1984;2;0;27;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,96552942489567;29062,74394723;,762645587;10759,315068;1;1;2
174421;OMNI05C/2011v3;1948;1701:20;1701:20;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1701:30;1701:30; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-027;11R-000-5C*38-5940-027;594;20110521;6;38;2;380113;78;2;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19480712;1948;5;62;10;6;4;8;5;3;6;5;3;3;4;0;0;0;1;0;0;0;0;1;1;32;3231;3;7;2;2;5;900;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;62;10;6;6;5;3;3;4;0;0;0;1;0;0;0;0;1;1;32;3231;3;7;2;2;1;2;62;10;6;6;5;3;3;4;0;0;0;1;0;0;0;0;1;1;32;3231;3;7;2;2;2;5;900;900;7;2;0;0;0;1;0;0;0;0;0;1;0;0;0;99;99;9999;2;0;0;0;0;0;1948;2;0;62;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,02095246955728;30730,99528607;1,3633418442;19233,867863;2;9;9
174431;OMNI05C/2011v3;1952;1836:02;1836:02;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1836:14;1836:14; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-026;11R-000-5C*38-5940-026;594;20110521;6;38;2;380113;85;2;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19520723;1952;6;58;9;5;3;7;3;2;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;42;4222;4;2;2;2;98;99998;2;1;2;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;59;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;74;7422;7;4;2;2;1;2;58;9;5;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;42;4222;4;2;2;2;2;5;900;450;4;2;0;0;0;1;0;0;0;0;0;1;0;0;0;99;99;9999;2;0;0;0;0;0;1951;1;1;59;1952;2;0;58;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,03558806443535;31171,53136451;1,3633418442;19233,867863;2;9;9
174441;OMNI05C/2011v3;1943;1933:47;1933:47;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1933:58;1933:58; ; ; ; ; ; ; ; ;11R-000-5C;38-5940-025;11R-000-5C*38-5940-025;594;20110521;6;38;2;380113;77;2;1000;1465011;5.1.14.28.65.01.1;1465;22;1;14;1;15;1;1717;9;4;1;2;19431027;1943;9;67;11;6;4;8;5;3;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9132;8;7;2;2;5;900;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;67;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9132;8;7;2;2;1;2;67;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9132;8;7;2;2;5;5;900;900;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1943;2;0;67;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,02095246955728;30730,99528607;1,3633418442;19233,867863;2;9;9
174511;OMNI05C/2011v3;1982;1202:38;1202:38;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;9;1203:00;1203:00; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-012;11R-000-5C*11-5940-012;594;20110520;5;11;2;110012;40;2;43101;663011;5.3.06.11.63.01.1;663;9;43;6;7;8;2;349;7;3;43;2;19820101;1982;11;29;3;2;2;6;5;3;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;5;900;3;2;3;1;1;2;6;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;29;3;2;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;1;2;29;3;2;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;5;5;900;300;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1982;2;0;29;2002;2;2;9;2004;2;2;7;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,56326254384387;47054,70166166;,9529622775;13444,280759;1;4;9
174591;OMNI05C/2011v3;1968;1544:31;1544:31;2;2;2;2;9;9;9;1;2;2;2;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1545:05;1545:05; ; ; ; ; ; ; ; ;11R-000-5C;18-5940-005;11R-000-5C*18-5940-005;594;20110521;6;18;2;180435;26;2;81277;3218044;5.4.32.64.18.04.4;3218;43;81;32;5;14;7;4;2;2;99;2;19680323;1968;2;43;6;4;3;7;4;3;5;4;3;1;4;0;0;0;1;0;0;0;0;1;1;52;5220;6;7;2;2;5;900;1;1;1;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;43;6;4;5;4;3;1;4;0;0;0;1;0;0;0;0;1;1;52;5220;6;7;2;2;1;2;43;6;4;5;4;3;1;4;0;0;0;1;0;0;0;0;1;1;52;5220;6;7;2;2;4;5;900;900;7;3;1;0;0;1;0;0;0;1;0;0;0;0;0;99;99;9999;1;3;0;2;0;2;1968;2;0;43;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,98147107312709;29542,59264857;,8661768543;12219,922122;2;9;9
174771;OMNI05C/2011v3;1993;1247:10;1247:10;1;1;2;2;2;9;9;2;2;2;9;1;1;1;1;1;1;2;9;1;1;2;9;2;9;1;2;9;1249:33;1249:33; ; ; ; ; ; ; ; ;11R-000-5C;37-5940-012;11R-000-5C*37-5940-012;594;20110521;6;37;2;372059;30;1;57113;3001011;5.4.30.60.01.01.1;3001;38;57;30;2;12;6;19;3;2;99;1;19930812;1993;6;17;1;1;1;1;1;1;5;4;3;1;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;98;99998;3;2;3;3;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;48;7;4;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;32;3231;3;2;2;2;3;2;48;7;4;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;32;3231;3;2;2;2;2;5;900;300;2;3;1;0;0;1;1;1;0;0;0;1;0;1;1;3;62;6242;1;0;1;0;0;0;1963;2;3;48;1989;1;4;22;1993;1;0;17;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,93817532497919;28239,37680659;1,0443934463;14734,181033;1;1;2
174941;OMNI05C/2011v3;1949;2027:16;2027:16;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;2027:30;2027:30; ; ; ; ; ; ; ; ;11R-000-5C;31-5940-018;11R-000-5C*31-5940-018;594;20110520;5;31;1;310778;60;2;1567;1418032;5.1.14.30.18.03.2;1418;20;1;14;1;15;1;19;1;1;99;2;19490417;1949;2;62;10;6;4;8;5;3;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;74;7436;7;7;2;2;5;900;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;62;10;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;74;7436;7;7;2;2;1;2;62;10;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;74;7436;7;7;2;2;4;5;900;900;7;2;0;1;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1949;2;0;62;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,9008513746931;27115,91398682;,9632290226;13589,122802;2;9;9
175031;OMNI05C/2011v3;1942;1644:35;1644:35;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1647:55;1647:55; ; ; ; ; ; ; ; ;11R-000-5C;19-5940-022;11R-000-5C*19-5940-022;594;20110521;6;19;2;190717;45;2;61593;1004052;5.1.10.19.04.05.2;1004;12;61;10;1;15;1;8;1;1;99;2;99999998;1942;98;68;11;6;4;8;5;3;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;61;6130;9;7;1;2;5;900;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;68;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;61;6130;9;7;1;2;1;2;68;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;61;6130;9;7;1;2;6;5;900;900;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1942;2;0;68;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,8814530958244;26532,01959972;1,1254432259;15877,621878;2;9;9
